Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name
P3662,Instagram,2024-06-19,10:21,Text,Industry News,Sample social media post caption 3662,#marketing #socialmedia #AI,38475,14092,1096,247,294,214,1968,758,18718,18744,Lead Generation
P3663,Instagram,2025-06-04,11:37,Carousel,Motivational,Sample social media post caption 3663,#marketing #socialmedia #AI,57487,34494,2878,363,214,184,1343,709,66625,66672,Brand Awareness
P3664,Instagram,2024-09-05,17:14,Reel,Product Launch,Sample social media post caption 3664,#marketing #socialmedia #AI,34501,31793,2807,78,234,399,517,355,77934,78039,Organic
P3665,YouTube,2024-09-26,21:42,Text,Motivational,Sample social media post caption 3665,#marketing #socialmedia #AI,63196,23955,2978,129,265,225,660,3,11324,11315,Engagement Drive
P3666,Facebook,2024-02-14,12:02,Reel,Educational,Sample social media post caption 3666,#marketing #socialmedia #AI,23926,36863,4913,34,262,356,334,209,45260,45276,Engagement Drive
P3667,Instagram,2025-08-07,19:48,Text,Promotional,Sample social media post caption 3667,#marketing #socialmedia #AI,75018,24648,3970,86,203,376,1473,227,48825,48825,Lead Generation
P3668,Facebook,2024-10-21,21:53,Carousel,Motivational,Sample social media post caption 3668,#marketing #socialmedia #AI,62760,65248,4019,295,51,258,913,982,68168,68166,Summer Campaign
P3669,Facebook,2024-09-02,05:03,Image,Promotional,Sample social media post caption 3669,#marketing #socialmedia #AI,34801,42904,678,465,231,183,1712,139,68592,68679,Engagement Drive
P3670,Facebook,2025-06-21,19:50,Video,Educational,Sample social media post caption 3670,#marketing #socialmedia #AI,67061,8994,3842,305,163,314,166,585,38096,38080,Brand Awareness
P3671,Facebook,2025-09-17,08:15,Video,Industry News,Sample social media post caption 3671,#marketing #socialmedia #AI,24341,55370,1594,37,231,34,1249,589,14632,14613,Brand Awareness
P3672,Facebook,2024-01-14,11:08,Reel,Educational,Sample social media post caption 3672,#marketing #socialmedia #AI,71665,10517,668,177,45,93,36,71,81973,82162,Engagement Drive
P3673,Instagram,2025-05-22,19:39,Image,Product Launch,Sample social media post caption 3673,#marketing #socialmedia #AI,9641,3511,3204,98,286,220,495,882,24404,24444,Engagement Drive
P3674,LinkedIn,2024-06-29,20:37,Text,Industry News,Sample social media post caption 3674,#marketing #socialmedia #AI,89305,73116,141,306,19,267,1900,41,20811,20854,Summer Campaign
P3675,Instagram,2025-11-19,10:11,Reel,Product Launch,Sample social media post caption 3675,#marketing #socialmedia #AI,36939,44822,1386,49,208,225,1036,764,76923,77121,Engagement Drive
P3676,YouTube,2024-01-23,03:40,Text,Motivational,Sample social media post caption 3676,#marketing #socialmedia #AI,91997,73170,4619,184,191,443,35,26,78905,79042,Summer Campaign
P3677,LinkedIn,2025-01-10,22:18,Carousel,Educational,Sample social media post caption 3677,#marketing #socialmedia #AI,42063,26370,887,446,14,241,478,877,94254,94357,Summer Campaign
P3678,YouTube,2025-01-23,09:58,Text,Motivational,Sample social media post caption 3678,#marketing #socialmedia #AI,38865,30060,4077,438,141,473,1691,558,67801,67799,Summer Campaign
P3679,Facebook,2025-09-30,08:54,Image,Motivational,Sample social media post caption 3679,#marketing #socialmedia #AI,80735,12526,4683,370,192,226,109,839,40374,40492,Engagement Drive
P3680,Facebook,2024-05-04,09:56,Carousel,Promotional,Sample social media post caption 3680,#marketing #socialmedia #AI,77529,7155,3099,257,212,488,1996,813,2597,2604,Brand Awareness
P3681,Facebook,2024-09-05,19:38,Reel,Product Launch,Sample social media post caption 3681,#marketing #socialmedia #AI,22750,78638,183,293,215,83,1366,455,28751,28890,Summer Campaign
P3682,LinkedIn,2025-09-08,06:35,Video,Industry News,Sample social media post caption 3682,#marketing #socialmedia #AI,84837,61434,2748,159,122,495,1329,626,84992,85184,Summer Campaign
P3683,Facebook,2024-06-14,16:57,Video,Industry News,Sample social media post caption 3683,#marketing #socialmedia #AI,12040,12835,3018,114,269,332,1675,873,96491,96570,Summer Campaign
P3684,Facebook,2025-02-18,10:44,Image,Product Launch,Sample social media post caption 3684,#marketing #socialmedia #AI,6944,71720,2602,112,114,4,284,83,38110,38216,Organic
P3685,LinkedIn,2024-08-27,12:40,Carousel,Motivational,Sample social media post caption 3685,#marketing #socialmedia #AI,50946,71920,3362,278,210,419,265,231,2447,2509,Organic
P3686,Facebook,2024-09-07,08:05,Image,Educational,Sample social media post caption 3686,#marketing #socialmedia #AI,55422,42801,4307,184,57,75,1949,301,14117,14106,Summer Campaign
P3687,LinkedIn,2024-08-26,17:18,Video,Industry News,Sample social media post caption 3687,#marketing #socialmedia #AI,45932,513,3686,257,262,40,1838,341,52662,52698,Summer Campaign
P3688,LinkedIn,2024-02-28,17:21,Image,Industry News,Sample social media post caption 3688,#marketing #socialmedia #AI,2024,72851,3764,234,148,117,530,746,31273,31362,Brand Awareness
P3689,YouTube,2025-04-18,03:21,Text,Educational,Sample social media post caption 3689,#marketing #socialmedia #AI,94355,11757,865,84,191,476,286,677,60002,59993,Brand Awareness
P3690,YouTube,2025-03-12,23:31,Text,Industry News,Sample social media post caption 3690,#marketing #socialmedia #AI,12886,33435,71,106,271,305,1032,613,98325,98407,Organic
P3691,Instagram,2024-05-04,01:36,Text,Product Launch,Sample social media post caption 3691,#marketing #socialmedia #AI,1514,45953,1452,80,134,361,1236,939,62487,62586,Organic
P3692,LinkedIn,2024-06-02,12:56,Image,Motivational,Sample social media post caption 3692,#marketing #socialmedia #AI,2272,78830,241,83,197,458,1453,361,81181,81344,Lead Generation
P3693,Facebook,2025-07-27,05:35,Image,Industry News,Sample social media post caption 3693,#marketing #socialmedia #AI,52236,79681,2658,388,283,407,473,394,94982,94981,Summer Campaign
P3694,Instagram,2024-09-30,08:32,Image,Industry News,Sample social media post caption 3694,#marketing #socialmedia #AI,85684,59548,3145,369,133,87,1788,378,29074,29153,Brand Awareness
P3695,LinkedIn,2024-09-20,19:24,Text,Educational,Sample social media post caption 3695,#marketing #socialmedia #AI,82000,39809,306,356,93,183,1896,727,61657,61776,Lead Generation
P3696,YouTube,2024-07-23,18:20,Image,Motivational,Sample social media post caption 3696,#marketing #socialmedia #AI,20659,73801,4281,28,147,399,38,35,97261,97247,Lead Generation
P3697,Facebook,2025-02-07,02:34,Carousel,Motivational,Sample social media post caption 3697,#marketing #socialmedia #AI,30901,23609,1595,356,205,414,862,844,1102,1241,Brand Awareness
P3698,LinkedIn,2024-04-13,00:36,Text,Motivational,Sample social media post caption 3698,#marketing #socialmedia #AI,22902,77790,4440,29,139,237,205,233,86571,86658,Engagement Drive
P3699,Facebook,2025-07-14,14:26,Image,Educational,Sample social media post caption 3699,#marketing #socialmedia #AI,84990,60346,3892,84,200,436,685,561,95380,95492,Brand Awareness
P3700,YouTube,2025-04-15,22:19,Image,Industry News,Sample social media post caption 3700,#marketing #socialmedia #AI,21498,42734,595,125,6,348,118,611,95579,95737,Engagement Drive
P3701,Instagram,2024-07-07,05:07,Image,Industry News,Sample social media post caption 3701,#marketing #socialmedia #AI,12282,13216,4716,447,55,329,13,195,28198,28340,Engagement Drive
P3702,LinkedIn,2025-04-05,12:12,Video,Educational,Sample social media post caption 3702,#marketing #socialmedia #AI,35032,52241,468,345,102,401,1529,344,78998,79093,Lead Generation
P3703,YouTube,2024-08-06,14:30,Text,Product Launch,Sample social media post caption 3703,#marketing #socialmedia #AI,73031,51376,4412,390,199,436,1909,925,97323,97522,Engagement Drive
P3704,YouTube,2024-07-10,11:39,Carousel,Educational,Sample social media post caption 3704,#marketing #socialmedia #AI,7793,47444,377,410,291,477,659,354,3241,3226,Summer Campaign
P3705,Facebook,2024-02-13,09:39,Reel,Motivational,Sample social media post caption 3705,#marketing #socialmedia #AI,62827,75017,948,9,154,51,1352,396,30767,30921,Lead Generation
P3706,LinkedIn,2024-03-22,03:54,Carousel,Industry News,Sample social media post caption 3706,#marketing #socialmedia #AI,22971,61044,4076,121,130,113,1049,945,55132,55245,Summer Campaign
P3707,YouTube,2024-02-17,15:08,Carousel,Industry News,Sample social media post caption 3707,#marketing #socialmedia #AI,82786,23177,3273,105,90,364,778,45,46325,46421,Summer Campaign
P3708,LinkedIn,2025-07-27,05:49,Carousel,Product Launch,Sample social media post caption 3708,#marketing #socialmedia #AI,60386,22462,1571,308,101,306,1226,589,60010,60169,Summer Campaign
P3709,Instagram,2024-05-15,02:03,Image,Promotional,Sample social media post caption 3709,#marketing #socialmedia #AI,68543,65732,4850,113,40,40,1293,847,34095,34155,Engagement Drive
P3710,Facebook,2025-02-21,12:13,Carousel,Industry News,Sample social media post caption 3710,#marketing #socialmedia #AI,4354,23647,373,219,56,406,443,51,31503,31635,Summer Campaign
P3711,Instagram,2025-05-20,22:12,Video,Motivational,Sample social media post caption 3711,#marketing #socialmedia #AI,69183,47493,2572,224,46,6,409,232,56831,56952,Brand Awareness
P3712,Instagram,2025-01-11,06:52,Text,Motivational,Sample social media post caption 3712,#marketing #socialmedia #AI,9721,13630,1332,378,36,15,580,503,14484,14492,Engagement Drive
P3713,Facebook,2025-07-21,05:22,Image,Educational,Sample social media post caption 3713,#marketing #socialmedia #AI,57645,8956,2131,315,126,49,627,556,71114,71241,Lead Generation
P3714,Facebook,2024-03-28,08:47,Text,Industry News,Sample social media post caption 3714,#marketing #socialmedia #AI,86384,73606,2701,343,183,368,162,81,50531,50641,Organic
P3715,Facebook,2025-07-16,15:37,Carousel,Motivational,Sample social media post caption 3715,#marketing #socialmedia #AI,39970,21839,1927,85,172,221,379,319,70094,70100,Lead Generation
P3716,LinkedIn,2025-11-13,19:12,Video,Educational,Sample social media post caption 3716,#marketing #socialmedia #AI,14285,32078,415,243,51,294,577,182,67516,67504,Lead Generation
P3717,LinkedIn,2025-11-24,06:19,Reel,Product Launch,Sample social media post caption 3717,#marketing #socialmedia #AI,75213,67529,3177,280,151,491,1329,129,91287,91327,Lead Generation
P3718,LinkedIn,2024-04-26,11:39,Video,Educational,Sample social media post caption 3718,#marketing #socialmedia #AI,30951,70185,102,399,44,149,1659,112,55005,55049,Summer Campaign
P3719,YouTube,2024-11-16,11:08,Image,Product Launch,Sample social media post caption 3719,#marketing #socialmedia #AI,13608,16940,915,48,146,484,1220,513,60301,60299,Engagement Drive
P3720,Instagram,2024-06-02,02:19,Text,Educational,Sample social media post caption 3720,#marketing #socialmedia #AI,53139,72143,197,96,214,75,1147,899,53960,54094,Lead Generation
P3721,Facebook,2024-07-24,16:03,Carousel,Motivational,Sample social media post caption 3721,#marketing #socialmedia #AI,88549,19373,3748,121,126,392,610,764,7059,7184,Engagement Drive
P3722,Instagram,2025-04-20,06:26,Carousel,Educational,Sample social media post caption 3722,#marketing #socialmedia #AI,20028,65417,2495,82,175,207,1072,451,67568,67739,Summer Campaign
P3723,Instagram,2024-05-20,05:39,Reel,Motivational,Sample social media post caption 3723,#marketing #socialmedia #AI,61358,41208,4793,329,160,96,1978,491,23829,23926,Summer Campaign
P3724,YouTube,2025-12-23,09:34,Text,Product Launch,Sample social media post caption 3724,#marketing #socialmedia #AI,20920,20091,987,359,116,369,261,876,53587,53678,Engagement Drive
P3725,Instagram,2024-05-06,06:34,Video,Industry News,Sample social media post caption 3725,#marketing #socialmedia #AI,47104,59419,4196,154,170,424,1777,633,96068,96183,Engagement Drive
P3726,Facebook,2025-10-29,23:54,Reel,Educational,Sample social media post caption 3726,#marketing #socialmedia #AI,95204,6987,2451,479,101,215,709,281,14699,14681,Summer Campaign
P3727,Instagram,2024-09-11,22:12,Reel,Promotional,Sample social media post caption 3727,#marketing #socialmedia #AI,76196,71120,2307,446,264,193,603,968,46327,46498,Organic
P3728,LinkedIn,2025-02-25,17:33,Text,Product Launch,Sample social media post caption 3728,#marketing #socialmedia #AI,26861,25976,4127,367,148,264,1703,59,12774,12925,Brand Awareness
P3729,Facebook,2024-12-21,16:04,Reel,Educational,Sample social media post caption 3729,#marketing #socialmedia #AI,97817,51322,3147,267,162,203,527,657,99358,99481,Engagement Drive
P3730,LinkedIn,2024-05-09,23:05,Reel,Motivational,Sample social media post caption 3730,#marketing #socialmedia #AI,83752,17910,803,323,236,185,695,170,58485,58666,Organic
P3731,Instagram,2024-12-13,11:43,Reel,Industry News,Sample social media post caption 3731,#marketing #socialmedia #AI,75573,30487,4385,70,229,187,1913,548,9709,9716,Organic
P3732,YouTube,2024-10-01,08:09,Image,Motivational,Sample social media post caption 3732,#marketing #socialmedia #AI,60554,33275,2246,27,279,232,852,223,45072,45150,Engagement Drive
P3733,Instagram,2025-06-01,01:56,Carousel,Industry News,Sample social media post caption 3733,#marketing #socialmedia #AI,14056,34184,1647,332,12,9,1935,593,56196,56344,Brand Awareness
P3734,Instagram,2025-11-15,08:55,Text,Product Launch,Sample social media post caption 3734,#marketing #socialmedia #AI,98619,58872,4118,282,121,445,1016,293,95735,95824,Brand Awareness
P3735,Instagram,2025-08-17,18:57,Image,Promotional,Sample social media post caption 3735,#marketing #socialmedia #AI,50289,30663,1420,324,119,498,1936,793,34022,34216,Summer Campaign
P3736,LinkedIn,2025-08-13,17:48,Video,Industry News,Sample social media post caption 3736,#marketing #socialmedia #AI,30762,29226,1914,13,271,145,871,485,92119,92234,Engagement Drive
P3737,Facebook,2024-03-21,14:26,Image,Promotional,Sample social media post caption 3737,#marketing #socialmedia #AI,51812,59891,1208,138,295,373,972,834,36483,36657,Summer Campaign
P3738,Facebook,2024-11-02,02:45,Video,Product Launch,Sample social media post caption 3738,#marketing #socialmedia #AI,7395,48242,4447,464,34,452,274,419,14915,15076,Lead Generation
P3739,Instagram,2024-03-29,00:58,Carousel,Promotional,Sample social media post caption 3739,#marketing #socialmedia #AI,9795,44448,4688,188,250,323,1753,758,99888,99986,Engagement Drive
P3740,Instagram,2025-10-29,20:57,Reel,Motivational,Sample social media post caption 3740,#marketing #socialmedia #AI,37373,29753,3417,157,95,484,1881,947,49419,49554,Brand Awareness
P3741,YouTube,2025-04-08,01:02,Image,Product Launch,Sample social media post caption 3741,#marketing #socialmedia #AI,95611,61999,3747,144,101,190,1073,988,82327,82397,Summer Campaign
P3742,Facebook,2025-07-30,06:40,Video,Promotional,Sample social media post caption 3742,#marketing #socialmedia #AI,40801,56581,2696,104,228,87,1271,80,36715,36732,Engagement Drive
P3743,YouTube,2024-06-22,17:47,Reel,Motivational,Sample social media post caption 3743,#marketing #socialmedia #AI,50800,5796,3800,255,35,89,655,737,82236,82272,Brand Awareness
P3744,Instagram,2024-11-13,14:53,Video,Promotional,Sample social media post caption 3744,#marketing #socialmedia #AI,26647,1099,3521,467,212,74,350,983,39950,40139,Summer Campaign
P3745,YouTube,2025-03-08,12:09,Carousel,Product Launch,Sample social media post caption 3745,#marketing #socialmedia #AI,57286,30600,795,251,67,14,667,671,19695,19778,Engagement Drive
P3746,YouTube,2024-11-07,14:43,Carousel,Motivational,Sample social media post caption 3746,#marketing #socialmedia #AI,67325,20575,2651,307,216,91,985,105,39450,39474,Organic
P3747,LinkedIn,2024-03-24,15:35,Carousel,Educational,Sample social media post caption 3747,#marketing #socialmedia #AI,19134,18634,2858,273,300,77,1060,67,54591,54661,Engagement Drive
P3748,Instagram,2025-11-11,14:50,Carousel,Product Launch,Sample social media post caption 3748,#marketing #socialmedia #AI,71977,23716,4958,466,62,41,509,294,88073,88156,Lead Generation
P3749,YouTube,2024-12-04,05:28,Image,Educational,Sample social media post caption 3749,#marketing #socialmedia #AI,11867,9044,2695,42,114,216,1323,732,44138,44250,Brand Awareness
P3750,Instagram,2024-06-29,05:34,Carousel,Motivational,Sample social media post caption 3750,#marketing #socialmedia #AI,41560,71376,1827,243,270,336,1124,447,80867,80984,Lead Generation
P3751,LinkedIn,2024-11-01,06:19,Carousel,Promotional,Sample social media post caption 3751,#marketing #socialmedia #AI,11684,32490,3196,259,1,161,29,169,63766,63938,Organic
P3752,LinkedIn,2024-01-02,19:27,Image,Promotional,Sample social media post caption 3752,#marketing #socialmedia #AI,47369,1218,1495,100,246,104,1822,478,51354,51478,Brand Awareness
P3753,LinkedIn,2025-07-21,15:37,Carousel,Promotional,Sample social media post caption 3753,#marketing #socialmedia #AI,37629,66723,1271,256,163,210,1150,124,49259,49298,Engagement Drive
P3754,Facebook,2025-02-22,18:10,Image,Motivational,Sample social media post caption 3754,#marketing #socialmedia #AI,24230,49683,2478,214,35,132,295,118,50323,50461,Lead Generation
P3755,Instagram,2024-08-13,09:48,Video,Promotional,Sample social media post caption 3755,#marketing #socialmedia #AI,2619,29498,4023,330,155,421,1765,827,57619,57787,Summer Campaign
P3756,YouTube,2025-11-12,19:44,Image,Educational,Sample social media post caption 3756,#marketing #socialmedia #AI,89428,68438,2893,183,75,108,1710,457,90840,91028,Brand Awareness
P3757,Facebook,2024-11-22,13:54,Carousel,Industry News,Sample social media post caption 3757,#marketing #socialmedia #AI,12853,30424,2952,29,210,101,1214,541,52724,52713,Engagement Drive
P3758,YouTube,2024-01-24,10:35,Text,Promotional,Sample social media post caption 3758,#marketing #socialmedia #AI,66518,45132,1222,437,164,58,1383,199,19222,19401,Summer Campaign
P3759,YouTube,2024-04-26,12:11,Video,Promotional,Sample social media post caption 3759,#marketing #socialmedia #AI,27159,37546,2713,20,172,349,1165,708,92658,92695,Summer Campaign
P3760,LinkedIn,2025-11-11,15:26,Video,Promotional,Sample social media post caption 3760,#marketing #socialmedia #AI,39524,42470,253,176,56,117,914,471,21565,21705,Brand Awareness
P3761,YouTube,2024-07-29,23:13,Image,Motivational,Sample social media post caption 3761,#marketing #socialmedia #AI,83360,47320,2995,310,20,58,670,749,89303,89391,Engagement Drive
P3762,LinkedIn,2025-02-18,16:58,Carousel,Industry News,Sample social media post caption 3762,#marketing #socialmedia #AI,8525,74734,160,204,239,50,710,260,25838,25997,Brand Awareness
P3763,LinkedIn,2024-10-21,11:58,Reel,Promotional,Sample social media post caption 3763,#marketing #socialmedia #AI,3101,43440,1649,122,203,258,518,456,54177,54356,Lead Generation
P3764,LinkedIn,2025-04-22,00:17,Reel,Motivational,Sample social media post caption 3764,#marketing #socialmedia #AI,87957,65773,2201,271,140,489,1256,972,89534,89656,Engagement Drive
P3765,Instagram,2024-03-26,20:03,Text,Promotional,Sample social media post caption 3765,#marketing #socialmedia #AI,17297,66466,4438,281,129,248,1090,217,37281,37326,Summer Campaign
P3766,Instagram,2024-11-04,22:48,Text,Educational,Sample social media post caption 3766,#marketing #socialmedia #AI,39278,11817,324,131,222,43,1833,605,6890,7051,Organic
P3767,LinkedIn,2024-09-28,01:50,Text,Motivational,Sample social media post caption 3767,#marketing #socialmedia #AI,99567,25810,294,398,47,383,1956,439,77017,77004,Summer Campaign
P3768,LinkedIn,2025-05-28,03:33,Reel,Product Launch,Sample social media post caption 3768,#marketing #socialmedia #AI,84993,2747,1737,119,272,77,1405,520,90439,90609,Lead Generation
P3769,Facebook,2024-09-21,12:32,Image,Industry News,Sample social media post caption 3769,#marketing #socialmedia #AI,75851,24751,3471,6,33,173,413,910,97951,98056,Engagement Drive
P3770,YouTube,2024-04-11,10:39,Text,Educational,Sample social media post caption 3770,#marketing #socialmedia #AI,63665,14466,4992,28,247,382,1085,801,10345,10341,Lead Generation
P3771,YouTube,2025-06-04,18:18,Text,Industry News,Sample social media post caption 3771,#marketing #socialmedia #AI,49153,6924,4216,176,37,255,863,38,25966,26131,Summer Campaign
P3772,Facebook,2025-01-17,02:10,Image,Educational,Sample social media post caption 3772,#marketing #socialmedia #AI,53179,11689,525,19,33,383,236,410,75778,75940,Organic
P3773,Instagram,2025-02-16,20:29,Image,Promotional,Sample social media post caption 3773,#marketing #socialmedia #AI,64102,66795,2197,225,224,91,804,832,24834,24892,Engagement Drive
P3774,YouTube,2025-07-11,03:01,Video,Industry News,Sample social media post caption 3774,#marketing #socialmedia #AI,46576,36573,3135,270,251,217,1343,255,91917,92032,Engagement Drive
P3775,LinkedIn,2025-03-29,03:47,Carousel,Educational,Sample social media post caption 3775,#marketing #socialmedia #AI,99346,56138,1317,259,257,27,1779,202,44990,45033,Brand Awareness
P3776,YouTube,2025-09-07,19:08,Image,Motivational,Sample social media post caption 3776,#marketing #socialmedia #AI,65667,60601,484,477,169,188,708,847,30962,31126,Organic
P3777,LinkedIn,2024-09-02,07:46,Reel,Promotional,Sample social media post caption 3777,#marketing #socialmedia #AI,17194,30879,2062,450,234,492,330,306,97629,97719,Organic
P3778,Instagram,2024-10-08,13:37,Video,Product Launch,Sample social media post caption 3778,#marketing #socialmedia #AI,25546,78068,450,283,31,166,1090,82,54374,54397,Summer Campaign
P3779,LinkedIn,2025-01-03,07:26,Reel,Promotional,Sample social media post caption 3779,#marketing #socialmedia #AI,30823,43153,1432,464,184,375,1232,702,19723,19810,Engagement Drive
P3780,YouTube,2024-04-01,05:32,Image,Educational,Sample social media post caption 3780,#marketing #socialmedia #AI,78004,51903,2071,196,140,411,1020,34,97048,97110,Brand Awareness
P3781,Instagram,2025-08-02,04:37,Carousel,Product Launch,Sample social media post caption 3781,#marketing #socialmedia #AI,36984,74354,842,436,255,263,1136,511,34964,35091,Brand Awareness
P3782,LinkedIn,2025-04-03,16:06,Video,Industry News,Sample social media post caption 3782,#marketing #socialmedia #AI,22981,45916,1678,199,21,264,1206,690,96247,96418,Lead Generation
P3783,YouTube,2024-04-18,17:34,Text,Industry News,Sample social media post caption 3783,#marketing #socialmedia #AI,78290,41899,3317,30,181,98,44,446,2716,2814,Organic
P3784,YouTube,2025-08-31,16:40,Carousel,Industry News,Sample social media post caption 3784,#marketing #socialmedia #AI,17909,52784,2506,192,139,256,692,954,85708,85745,Engagement Drive
P3785,Facebook,2024-04-07,18:05,Carousel,Industry News,Sample social media post caption 3785,#marketing #socialmedia #AI,24281,46669,1677,496,231,282,1282,864,31529,31558,Brand Awareness
P3786,YouTube,2025-03-27,07:25,Video,Educational,Sample social media post caption 3786,#marketing #socialmedia #AI,42083,28742,1210,135,76,126,1314,902,16041,16240,Brand Awareness
P3787,LinkedIn,2024-07-29,15:22,Video,Product Launch,Sample social media post caption 3787,#marketing #socialmedia #AI,85076,41709,544,244,197,229,119,227,19935,19971,Engagement Drive
P3788,YouTube,2025-11-02,06:10,Video,Motivational,Sample social media post caption 3788,#marketing #socialmedia #AI,43420,18263,3041,208,126,240,1542,891,52908,52918,Organic
P3789,Instagram,2024-07-19,13:30,Video,Product Launch,Sample social media post caption 3789,#marketing #socialmedia #AI,12326,15373,3603,212,238,374,1420,532,25482,25557,Lead Generation
P3790,LinkedIn,2024-05-16,17:34,Image,Industry News,Sample social media post caption 3790,#marketing #socialmedia #AI,7692,71294,1859,155,153,119,1188,919,83060,83251,Brand Awareness
P3791,YouTube,2024-01-07,06:53,Carousel,Motivational,Sample social media post caption 3791,#marketing #socialmedia #AI,48501,50814,4503,302,145,389,1975,869,3603,3796,Summer Campaign
P3792,Instagram,2024-09-15,05:02,Carousel,Promotional,Sample social media post caption 3792,#marketing #socialmedia #AI,73954,33181,214,401,114,279,839,791,68455,68492,Organic
P3793,LinkedIn,2025-06-24,07:31,Reel,Motivational,Sample social media post caption 3793,#marketing #socialmedia #AI,27545,53041,275,460,48,383,1012,723,1562,1616,Engagement Drive
P3794,YouTube,2024-09-04,14:36,Reel,Industry News,Sample social media post caption 3794,#marketing #socialmedia #AI,46153,24596,4476,202,58,350,197,607,27444,27512,Engagement Drive
P3795,Facebook,2025-09-25,18:28,Carousel,Promotional,Sample social media post caption 3795,#marketing #socialmedia #AI,83910,22637,3673,56,299,118,656,597,13732,13783,Brand Awareness
P3796,YouTube,2024-01-05,12:59,Text,Educational,Sample social media post caption 3796,#marketing #socialmedia #AI,6352,77118,3379,5,153,441,38,570,54168,54205,Engagement Drive
P3797,Instagram,2025-11-17,04:31,Video,Industry News,Sample social media post caption 3797,#marketing #socialmedia #AI,71558,793,639,399,122,453,960,214,78101,78189,Organic
P3798,Instagram,2024-10-31,02:37,Carousel,Industry News,Sample social media post caption 3798,#marketing #socialmedia #AI,32565,45819,553,457,217,306,1200,497,6977,7118,Brand Awareness
P3799,Facebook,2024-07-11,17:11,Image,Motivational,Sample social media post caption 3799,#marketing #socialmedia #AI,45977,837,1328,209,267,261,1670,789,11732,11888,Lead Generation
P3800,Instagram,2025-05-23,16:40,Reel,Product Launch,Sample social media post caption 3800,#marketing #socialmedia #AI,10820,56310,4902,356,235,483,278,739,78171,78249,Brand Awareness
P3801,Facebook,2024-05-27,03:37,Carousel,Industry News,Sample social media post caption 3801,#marketing #socialmedia #AI,69553,38383,1114,215,172,454,289,275,1936,2030,Engagement Drive
P3802,Instagram,2025-11-19,00:57,Text,Promotional,Sample social media post caption 3802,#marketing #socialmedia #AI,58306,43704,1672,86,288,420,914,640,32096,32263,Organic
P3803,LinkedIn,2025-11-22,00:25,Text,Promotional,Sample social media post caption 3803,#marketing #socialmedia #AI,90011,44681,4033,495,55,109,799,799,34354,34367,Engagement Drive
P3804,LinkedIn,2025-03-29,19:49,Carousel,Educational,Sample social media post caption 3804,#marketing #socialmedia #AI,69592,61161,131,266,110,211,743,737,54346,54409,Lead Generation
P3805,LinkedIn,2024-04-12,14:04,Video,Educational,Sample social media post caption 3805,#marketing #socialmedia #AI,11488,63409,4887,140,275,29,1665,86,29683,29727,Engagement Drive
P3806,Facebook,2025-06-01,04:46,Reel,Motivational,Sample social media post caption 3806,#marketing #socialmedia #AI,29538,31104,4262,284,12,301,1664,59,99799,99831,Lead Generation
P3807,Facebook,2025-12-12,17:26,Text,Educational,Sample social media post caption 3807,#marketing #socialmedia #AI,67491,41852,4630,289,187,476,241,342,18486,18514,Lead Generation
P3808,Instagram,2024-11-30,13:57,Video,Educational,Sample social media post caption 3808,#marketing #socialmedia #AI,3997,48156,1409,57,241,361,1766,164,59948,60060,Summer Campaign
P3809,Instagram,2025-12-15,14:30,Reel,Educational,Sample social media post caption 3809,#marketing #socialmedia #AI,27110,24370,1421,126,121,73,1922,164,49288,49412,Lead Generation
P3810,Instagram,2024-12-14,12:03,Text,Product Launch,Sample social media post caption 3810,#marketing #socialmedia #AI,84510,702,1264,83,94,116,22,466,83956,84017,Organic
P3811,YouTube,2025-01-18,10:32,Carousel,Industry News,Sample social media post caption 3811,#marketing #socialmedia #AI,27170,62653,3631,211,204,272,1813,611,71888,71927,Engagement Drive
P3812,YouTube,2025-02-15,20:32,Video,Industry News,Sample social media post caption 3812,#marketing #socialmedia #AI,53051,22983,1978,21,218,352,1579,529,95919,95950,Brand Awareness
P3813,LinkedIn,2024-04-24,12:16,Carousel,Promotional,Sample social media post caption 3813,#marketing #socialmedia #AI,39737,70495,4397,98,139,227,1655,929,3069,3139,Engagement Drive
P3814,YouTube,2024-11-23,07:07,Carousel,Educational,Sample social media post caption 3814,#marketing #socialmedia #AI,94598,3490,1076,110,260,364,1866,343,42379,42576,Organic
P3815,LinkedIn,2024-05-04,08:46,Image,Promotional,Sample social media post caption 3815,#marketing #socialmedia #AI,75874,63779,636,22,256,313,691,889,79819,79944,Lead Generation
P3816,YouTube,2024-04-16,06:10,Image,Motivational,Sample social media post caption 3816,#marketing #socialmedia #AI,67840,66817,1095,369,147,59,739,554,83975,84126,Lead Generation
P3817,LinkedIn,2025-09-08,08:24,Image,Educational,Sample social media post caption 3817,#marketing #socialmedia #AI,40396,30936,3346,141,199,468,230,895,61857,61941,Engagement Drive
P3818,LinkedIn,2025-07-27,08:04,Reel,Industry News,Sample social media post caption 3818,#marketing #socialmedia #AI,7362,19798,856,70,53,400,463,451,47607,47715,Brand Awareness
P3819,Instagram,2025-03-11,17:07,Video,Promotional,Sample social media post caption 3819,#marketing #socialmedia #AI,82760,59420,1689,225,129,157,1564,411,37042,37101,Lead Generation
