Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name,CTR,Total_Engagement,Engagement_Rate,Virality_Score,Follower_Growth,Sentiment_Score,AI_Content_Score,Predicted_Content_Type
P3850,YouTube,2024-09-23,01:10,Reel,Industry News,Sample social media post caption 3850,#marketing #socialmedia #AI,97572,38649,3156,120,144,249,1324,766,76973,77061,Brand Awareness,0.7850612880744475,3669,9.493130482030583,0.3725840254599084,88,0.03333333333333333,45,Customer Story
P3851,Instagram,2025-04-24,03:38,Text,Promotional,Sample social media post caption 3851,#marketing #socialmedia #AI,85548,52302,4966,354,104,390,1570,962,59755,59749,Organic,1.1245148922242485,5814,11.116209705173798,0.1988451684448013,-6,0.03333333333333333,45,Customer Story
P3852,LinkedIn,2024-10-24,10:15,Image,Product Launch,Sample social media post caption 3852,#marketing #socialmedia #AI,39142,5893,4329,143,170,192,1826,824,25430,25473,Organic,2.105155587348628,4834,82.02952655693196,2.8847785508230106,43,0.03333333333333333,45,Customer Story
P3853,YouTube,2025-07-13,07:07,Carousel,Educational,Sample social media post caption 3853,#marketing #socialmedia #AI,44663,27167,230,280,222,383,329,57,90361,90431,Engagement Drive,0.1276224167655553,1115,4.1042441197040525,0.8171678875105827,70,0.03333333333333333,45,Customer Story
P3854,LinkedIn,2024-05-25,18:10,Video,Motivational,Sample social media post caption 3854,#marketing #socialmedia #AI,50907,21788,388,487,110,99,1712,432,52330,52450,Summer Campaign,0.8486062820437268,1084,4.975215715072516,0.504865063337617,120,0.03333333333333333,45,Customer Story
P3855,Facebook,2024-06-13,15:10,Image,Industry News,Sample social media post caption 3855,#marketing #socialmedia #AI,45771,76424,488,161,270,94,1861,844,83834,83995,Lead Generation,1.843962334229097,1013,1.3254998429812623,0.3532921595310374,161,0.03333333333333333,45,Customer Story
P3856,Facebook,2025-02-19,06:51,Text,Product Launch,Sample social media post caption 3856,#marketing #socialmedia #AI,52005,59013,2432,366,170,386,1402,538,53001,53198,Lead Generation,1.034515911931545,3354,5.68349346754105,0.2880721197024384,197,0.03333333333333333,45,Customer Story
P3857,Facebook,2025-12-01,03:06,Reel,Motivational,Sample social media post caption 3857,#marketing #socialmedia #AI,58056,23618,2827,149,178,374,220,144,86378,86450,Engagement Drive,0.2480363786688714,3528,14.937759336099584,0.7536624608349564,72,0.03333333333333333,45,Customer Story
P3858,LinkedIn,2025-06-23,23:59,Text,Promotional,Sample social media post caption 3858,#marketing #socialmedia #AI,99516,40701,3845,6,36,189,1570,542,44998,45011,Brand Awareness,0.5446360384259817,4076,10.014495958330262,0.0884499152354979,13,0.03333333333333333,45,Customer Story
P3859,YouTube,2024-02-18,22:28,Reel,Industry News,Sample social media post caption 3859,#marketing #socialmedia #AI,52949,58632,170,374,197,405,698,437,17042,17042,Lead Generation,0.825322480122382,1146,1.9545640605812524,0.3359939964524491,0,0.03333333333333333,45,Customer Story
P3860,Instagram,2025-04-10,21:29,Image,Educational,Sample social media post caption 3860,#marketing #socialmedia #AI,94371,46371,4128,221,230,112,1574,208,32927,33099,Engagement Drive,0.2204066927339966,4691,10.116236440878998,0.4959996549567617,172,0.03333333333333333,45,Customer Story
P3861,Facebook,2025-09-23,15:12,Carousel,Motivational,Sample social media post caption 3861,#marketing #socialmedia #AI,70149,70350,4146,487,28,39,863,426,43116,43206,Engagement Drive,0.6072787922849934,4700,6.680881307746979,0.0398009950248756,90,0.03333333333333333,45,Customer Story
P3862,LinkedIn,2025-01-28,09:11,Carousel,Product Launch,Sample social media post caption 3862,#marketing #socialmedia #AI,59343,577,4458,255,228,154,354,10,69370,69438,Organic,0.0168511871661358,5095,883.0155979202774,39.51473136915078,68,0.03333333333333333,45,Customer Story
P3863,LinkedIn,2024-11-01,20:05,Text,Industry News,Sample social media post caption 3863,#marketing #socialmedia #AI,74045,10425,4257,19,51,204,203,89,9783,9864,Brand Awareness,0.1201971773921264,4531,43.46282973621104,0.4892086330935252,81,0.03333333333333333,45,Customer Story
P3864,YouTube,2025-02-16,23:50,Reel,Educational,Sample social media post caption 3864,#marketing #socialmedia #AI,82945,78087,3733,19,57,91,1269,965,71978,72147,Summer Campaign,1.1634215443968894,3900,4.9944292904068535,0.0729955050136386,169,0.03333333333333333,45,Customer Story
P3865,LinkedIn,2024-11-28,18:19,Carousel,Industry News,Sample social media post caption 3865,#marketing #socialmedia #AI,67784,59331,935,410,285,73,302,137,22174,22202,Engagement Drive,0.2021125929422872,1703,2.870337597545971,0.4803559690549628,28,0.03333333333333333,45,Customer Story
P3866,LinkedIn,2024-02-04,01:24,Image,Industry News,Sample social media post caption 3866,#marketing #socialmedia #AI,76467,55005,1954,363,290,171,891,487,71946,72070,Engagement Drive,0.6368760380294767,2778,5.050449959094628,0.5272247977456594,124,0.03333333333333333,45,Customer Story
P3867,LinkedIn,2025-06-02,20:43,Video,Industry News,Sample social media post caption 3867,#marketing #socialmedia #AI,60688,11065,3964,301,265,80,1566,276,45978,46177,Engagement Drive,0.4547851305035592,4610,41.66290103931315,2.394938996836873,199,0.03333333333333333,45,Customer Story
P3868,YouTube,2024-10-07,04:54,Text,Educational,Sample social media post caption 3868,#marketing #socialmedia #AI,26299,59922,4588,184,114,204,763,299,59950,59931,Engagement Drive,1.1369253583786456,5090,8.494376022162143,0.1902473215179733,-19,0.03333333333333333,45,Customer Story
P3869,Instagram,2024-10-20,12:13,Image,Industry News,Sample social media post caption 3869,#marketing #socialmedia #AI,61640,14268,4275,205,200,33,1939,915,10222,10208,Organic,1.4844256975989618,4713,33.03195962994113,1.4017381553125876,-14,0.03333333333333333,45,Customer Story
P3870,YouTube,2024-11-10,20:47,Text,Industry News,Sample social media post caption 3870,#marketing #socialmedia #AI,68638,43346,3468,379,46,39,922,847,22592,22632,Lead Generation,1.234010314985868,3932,9.071194573893784,0.1061228256355834,40,0.03333333333333333,45,Customer Story
P3871,LinkedIn,2024-07-02,16:02,Carousel,Promotional,Sample social media post caption 3871,#marketing #socialmedia #AI,72738,76556,2774,126,53,34,1646,711,44181,44277,Brand Awareness,0.9774808215788172,2987,3.9017190030827114,0.0692303673128167,96,0.03333333333333333,45,Customer Story
P3872,Instagram,2025-10-26,05:44,Carousel,Promotional,Sample social media post caption 3872,#marketing #socialmedia #AI,14682,21740,3950,446,214,254,592,26,96614,96778,Engagement Drive,0.1770875902465604,4864,22.37350505979761,0.9843606255749768,164,0.03333333333333333,45,Customer Story
P3873,YouTube,2025-01-03,22:09,Carousel,Promotional,Sample social media post caption 3873,#marketing #socialmedia #AI,84529,33595,367,225,134,469,973,162,45037,45185,Brand Awareness,0.1916502028889493,1195,3.5570769459741034,0.3988688792975145,148,0.03333333333333333,45,Customer Story
P3874,LinkedIn,2025-05-07,04:42,Video,Industry News,Sample social media post caption 3874,#marketing #socialmedia #AI,4829,37283,3909,484,186,119,1550,139,52980,53079,Brand Awareness,2.8784427417684824,4698,12.60091730815653,0.4988868921492368,99,0.03333333333333333,45,Customer Story
P3875,Instagram,2025-05-21,17:42,Reel,Motivational,Sample social media post caption 3875,#marketing #socialmedia #AI,76971,19216,4037,356,249,255,1286,95,85049,85105,Brand Awareness,0.1234231074040872,4897,25.48397169025812,1.2957951706910906,56,0.03333333333333333,45,Customer Story
P3876,Facebook,2025-05-07,17:22,Image,Product Launch,Sample social media post caption 3876,#marketing #socialmedia #AI,27427,61860,2876,206,137,280,1713,67,4287,4403,Engagement Drive,0.2442848288183177,3499,5.656320724215972,0.2214678305851923,116,0.03333333333333333,45,Customer Story
P3877,YouTube,2024-05-26,04:15,Carousel,Product Launch,Sample social media post caption 3877,#marketing #socialmedia #AI,70710,42934,4036,245,39,316,1741,346,41931,42078,Lead Generation,0.4893225852071843,4636,10.797968975637025,0.0908370988028136,147,0.03333333333333333,45,Customer Story
P3878,LinkedIn,2024-11-24,15:44,Video,Promotional,Sample social media post caption 3878,#marketing #socialmedia #AI,33022,78288,1164,26,223,278,327,28,51673,51791,Summer Campaign,0.0847919568772333,1691,2.159973431432659,0.2848456979358267,118,0.03333333333333333,45,Customer Story
P3879,Instagram,2025-07-02,05:45,Carousel,Product Launch,Sample social media post caption 3879,#marketing #socialmedia #AI,54828,32981,664,174,220,446,1807,514,86153,86188,Lead Generation,0.9374772014299264,1504,4.560201328037355,0.667050726175677,35,0.03333333333333333,45,Customer Story
P3880,LinkedIn,2025-05-06,21:47,Text,Industry News,Sample social media post caption 3880,#marketing #socialmedia #AI,91226,42403,3895,386,41,153,57,992,40384,40514,Summer Campaign,1.087409291210839,4475,10.55349857321416,0.0966912718439733,130,0.03333333333333333,45,Customer Story
P3881,Instagram,2025-02-27,17:49,Image,Industry News,Sample social media post caption 3881,#marketing #socialmedia #AI,22445,41452,186,275,238,175,1176,599,2226,2354,Summer Campaign,2.66874582312319,874,2.108462800347389,0.574158062337161,128,0.03333333333333333,45,Customer Story
P3882,YouTube,2024-10-23,16:40,Video,Industry News,Sample social media post caption 3882,#marketing #socialmedia #AI,19111,19826,667,89,111,20,667,231,39931,39996,Brand Awareness,1.2087279577206844,887,4.473923131241804,0.5598708766266519,65,0.03333333333333333,45,Customer Story
P3883,Facebook,2024-08-18,09:09,Reel,Product Launch,Sample social media post caption 3883,#marketing #socialmedia #AI,84096,48671,2494,273,108,351,1257,646,46016,46154,Organic,0.768169710806697,3226,6.6281769431488975,0.2218980501736146,138,0.03333333333333333,45,Customer Story
P3884,YouTube,2025-10-23,08:51,Image,Product Launch,Sample social media post caption 3884,#marketing #socialmedia #AI,76164,5148,3698,417,299,170,768,765,36940,37084,Brand Awareness,1.00441153300772,4584,89.04428904428904,5.808080808080808,144,0.03333333333333333,45,Customer Story
P3885,YouTube,2024-06-20,08:13,Text,Motivational,Sample social media post caption 3885,#marketing #socialmedia #AI,71810,44202,276,39,259,314,1727,241,67703,67871,Brand Awareness,0.3356078540593232,888,2.0089588706393378,0.5859463372698068,168,0.03333333333333333,45,Customer Story
P3886,Instagram,2025-09-17,16:32,Image,Motivational,Sample social media post caption 3886,#marketing #socialmedia #AI,53361,29788,1894,283,42,162,1254,374,28653,28799,Summer Campaign,0.7008864151721295,2381,7.993151604673023,0.1409963743789445,146,0.03333333333333333,45,Customer Story
P3887,Facebook,2025-08-03,22:51,Text,Educational,Sample social media post caption 3887,#marketing #socialmedia #AI,92034,53912,1870,427,29,270,1406,962,53569,53584,Summer Campaign,1.0452658800008694,2596,4.815254488796557,0.0537913637038136,15,0.03333333333333333,45,Customer Story
P3888,Facebook,2025-10-15,18:33,Text,Product Launch,Sample social media post caption 3888,#marketing #socialmedia #AI,79914,57765,4758,386,195,387,312,823,75530,75604,Organic,1.029857096378607,5726,9.912576819873625,0.3375746559335237,74,0.03333333333333333,45,Customer Story
P3889,Instagram,2024-03-18,22:52,Carousel,Educational,Sample social media post caption 3889,#marketing #socialmedia #AI,19370,73954,599,274,268,300,1790,904,33779,33840,Brand Awareness,4.667010841507486,1441,1.9485085323309084,0.362387430024069,61,0.03333333333333333,45,Customer Story
P3890,YouTube,2025-07-15,11:57,Text,Promotional,Sample social media post caption 3890,#marketing #socialmedia #AI,89257,76165,53,326,274,328,186,112,46241,46426,Organic,0.1254803544820014,981,1.2879931727171274,0.3597452898312873,185,0.03333333333333333,45,Customer Story
P3891,LinkedIn,2024-10-09,15:05,Text,Motivational,Sample social media post caption 3891,#marketing #socialmedia #AI,47546,37730,3625,211,82,21,1149,978,11230,11356,Lead Generation,2.0569553695368694,3939,10.439968195070236,0.2173336867214418,126,0.03333333333333333,45,Customer Story
P3892,LinkedIn,2025-11-10,02:36,Text,Product Launch,Sample social media post caption 3892,#marketing #socialmedia #AI,57717,62498,4145,327,291,189,1667,152,2035,2093,Lead Generation,0.2633539511755635,4952,7.923453550513616,0.4656148996767896,58,0.03333333333333333,45,Customer Story
P3893,LinkedIn,2024-07-20,19:43,Carousel,Industry News,Sample social media post caption 3893,#marketing #socialmedia #AI,86344,41082,492,101,31,301,1925,856,70657,70779,Brand Awareness,0.991383303993329,925,2.251594372231148,0.0754588384207195,122,0.03333333333333333,45,Customer Story
P3894,LinkedIn,2025-02-26,15:54,Video,Educational,Sample social media post caption 3894,#marketing #socialmedia #AI,52737,1155,1922,177,201,403,499,529,96683,96735,Engagement Drive,1.0030908091093538,2703,234.025974025974,17.402597402597404,52,0.03333333333333333,45,Customer Story
P3895,Instagram,2025-06-07,06:12,Text,Product Launch,Sample social media post caption 3895,#marketing #socialmedia #AI,10978,72410,3780,12,65,120,833,27,32886,32958,Engagement Drive,0.2459464383312078,3977,5.4923353128021,0.0897666068222621,72,0.03333333333333333,45,Customer Story
P3896,Facebook,2024-07-18,04:32,Text,Promotional,Sample social media post caption 3896,#marketing #socialmedia #AI,14698,50095,2125,386,8,109,818,107,66565,66721,Lead Generation,0.7279902027486733,2628,5.246032538177463,0.0159696576504641,156,0.03333333333333333,45,Customer Story
P3897,Facebook,2024-01-10,17:45,Video,Industry News,Sample social media post caption 3897,#marketing #socialmedia #AI,82087,43003,612,173,7,378,1410,916,20456,20532,Engagement Drive,1.1158892394654452,1170,2.720740413459526,0.016277934097621,76,0.03333333333333333,45,Customer Story
P3898,Instagram,2024-11-19,11:18,Reel,Product Launch,Sample social media post caption 3898,#marketing #socialmedia #AI,81907,34335,1558,182,114,367,410,630,45825,45842,Summer Campaign,0.7691650286300317,2221,6.468618028251055,0.3320227173438183,17,0.03333333333333333,45,Customer Story
P3899,YouTube,2025-09-18,12:05,Text,Promotional,Sample social media post caption 3899,#marketing #socialmedia #AI,8487,31871,3452,332,192,338,893,42,49964,50007,Lead Generation,0.4948745139625309,4314,13.535816259295284,0.602428540052085,43,0.03333333333333333,45,Customer Story
P3900,Facebook,2025-11-12,05:13,Reel,Promotional,Sample social media post caption 3900,#marketing #socialmedia #AI,70310,32006,3722,5,114,401,405,508,28299,28458,Brand Awareness,0.7225145782961172,4242,13.253764919077671,0.3561832156470662,159,0.03333333333333333,45,Customer Story
P3901,Facebook,2024-07-18,22:10,Carousel,Product Launch,Sample social media post caption 3901,#marketing #socialmedia #AI,8928,60168,1666,196,281,293,1454,641,35941,35980,Engagement Drive,7.179659498207886,2436,4.048663741523733,0.467025661481186,39,0.03333333333333333,45,Customer Story
P3902,YouTube,2025-07-09,17:45,Text,Motivational,Sample social media post caption 3902,#marketing #socialmedia #AI,44257,15839,4887,369,274,356,1830,42,35034,35138,Lead Generation,0.0949002417696635,5886,37.16143695940401,1.72990719111055,104,0.03333333333333333,45,Customer Story
P3903,Facebook,2024-11-25,01:12,Reel,Promotional,Sample social media post caption 3903,#marketing #socialmedia #AI,23280,71602,2004,226,150,93,401,501,71826,71985,Engagement Drive,2.152061855670103,2473,3.453814139269853,0.2094913549900841,159,0.03333333333333333,45,Customer Story
P3904,Instagram,2025-08-10,14:32,Carousel,Educational,Sample social media post caption 3904,#marketing #socialmedia #AI,25532,22359,2532,230,232,121,345,394,42474,42465,Engagement Drive,1.543161522794924,3115,13.93175007826826,1.0376134889753563,-9,0.03333333333333333,45,Customer Story
P3905,YouTube,2025-08-06,14:46,Carousel,Educational,Sample social media post caption 3905,#marketing #socialmedia #AI,64216,15765,1965,304,257,209,803,438,59737,59757,Engagement Drive,0.6820730036128068,2735,17.348556929908025,1.6301934665398032,20,0.03333333333333333,45,Customer Story
P3906,YouTube,2024-08-16,00:27,Image,Educational,Sample social media post caption 3906,#marketing #socialmedia #AI,25356,70670,2895,271,140,12,119,990,84243,84437,Engagement Drive,3.904401325130147,3318,4.695061553700297,0.1981038630253289,194,0.03333333333333333,45,Customer Story
P3907,Instagram,2024-05-25,11:14,Image,Motivational,Sample social media post caption 3907,#marketing #socialmedia #AI,16536,35168,4073,28,42,96,1441,529,96175,96273,Lead Generation,3.199080793420416,4239,12.053571428571429,0.1194267515923566,98,0.03333333333333333,45,Customer Story
P3908,Facebook,2025-02-19,20:08,Carousel,Promotional,Sample social media post caption 3908,#marketing #socialmedia #AI,77161,28731,4142,367,97,466,952,511,49295,49287,Organic,0.6622516556291391,5072,17.653405729003516,0.3376144234450593,-8,0.03333333333333333,45,Customer Story
P3909,Instagram,2025-12-01,12:59,Video,Educational,Sample social media post caption 3909,#marketing #socialmedia #AI,76260,42645,245,445,102,323,1881,524,22337,22349,Lead Generation,0.6871230002622607,1115,2.6146089811232267,0.2391839606049947,12,0.03333333333333333,45,Customer Story
P3910,Facebook,2025-01-27,01:17,Image,Educational,Sample social media post caption 3910,#marketing #socialmedia #AI,61612,79823,1805,429,292,351,1458,119,14518,14698,Lead Generation,0.1931441926897357,2877,3.604224346366335,0.3658093531939416,180,0.03333333333333333,45,Customer Story
P3911,YouTube,2025-10-31,11:16,Reel,Industry News,Sample social media post caption 3911,#marketing #socialmedia #AI,34061,52391,538,151,173,478,1831,980,46394,46492,Organic,2.8771909221690497,1340,2.557691206504934,0.3302093871084728,98,0.03333333333333333,45,Customer Story
P3912,LinkedIn,2025-06-18,00:34,Text,Industry News,Sample social media post caption 3912,#marketing #socialmedia #AI,9272,36986,3631,480,145,257,1822,841,36578,36679,Engagement Drive,9.070319240724762,4513,12.201914237819716,0.3920402314389228,101,0.03333333333333333,45,Customer Story
P3913,YouTube,2025-06-07,17:54,Video,Promotional,Sample social media post caption 3913,#marketing #socialmedia #AI,95163,79462,3336,457,63,73,1180,987,77136,77198,Organic,1.0371678068156742,3929,4.944501774433062,0.0792831793813395,62,0.03333333333333333,45,Customer Story
P3914,Instagram,2024-06-13,06:17,Video,Motivational,Sample social media post caption 3914,#marketing #socialmedia #AI,61358,10223,1234,366,287,331,1089,919,55917,56098,Engagement Drive,1.4977672023208055,2218,21.696175291010466,2.80739508950406,181,0.03333333333333333,45,Customer Story
P3915,Facebook,2025-08-08,12:23,Image,Educational,Sample social media post caption 3915,#marketing #socialmedia #AI,12177,7523,270,373,91,383,393,405,12909,13086,Organic,3.325942350332594,1117,14.847800079755416,1.209623820284461,177,0.03333333333333333,45,Customer Story
P3916,YouTube,2024-11-23,18:17,Text,Promotional,Sample social media post caption 3916,#marketing #socialmedia #AI,86503,31387,1192,115,86,40,1960,452,96939,97088,Brand Awareness,0.5225252303388322,1433,4.565584477649982,0.2739987893076752,149,0.03333333333333333,45,Customer Story
P3917,Instagram,2025-02-13,22:10,Video,Product Launch,Sample social media post caption 3917,#marketing #socialmedia #AI,75646,18696,3000,112,37,170,1379,375,33970,34081,Brand Awareness,0.4957301113079344,3319,17.752460419341034,0.1979032948224219,111,0.03333333333333333,45,Customer Story
P3918,YouTube,2024-10-02,04:13,Video,Product Launch,Sample social media post caption 3918,#marketing #socialmedia #AI,63661,1269,2640,287,282,249,1493,929,84060,84233,Brand Awareness,1.4592921883099543,3458,272.4980299448385,22.22222222222222,173,0.03333333333333333,45,Customer Story
P3919,YouTube,2024-12-07,21:34,Carousel,Motivational,Sample social media post caption 3919,#marketing #socialmedia #AI,75361,62798,2869,86,75,385,1477,875,66730,66827,Lead Generation,1.161078011172888,3415,5.438071276155291,0.1194305551132201,97,0.03333333333333333,45,Customer Story
P3920,YouTube,2024-12-22,07:18,Carousel,Product Launch,Sample social media post caption 3920,#marketing #socialmedia #AI,34213,62411,4576,444,282,280,1267,833,6682,6707,Summer Campaign,2.434747025984275,5582,8.943936165099101,0.4518434250372531,25,0.03333333333333333,45,Customer Story
P3921,Facebook,2024-12-27,16:50,Text,Motivational,Sample social media post caption 3921,#marketing #socialmedia #AI,29844,16492,2644,276,48,303,353,92,28805,28969,Organic,0.3082696689451816,3271,19.833858840650013,0.2910502061605627,164,0.03333333333333333,45,Customer Story
P3922,YouTube,2025-08-06,02:33,Image,Motivational,Sample social media post caption 3922,#marketing #socialmedia #AI,95430,14519,1096,172,195,316,14,714,10676,10802,Summer Campaign,0.7481923923294561,1779,12.252909980026171,1.343067704387355,126,0.03333333333333333,45,Customer Story
P3923,YouTube,2024-07-29,07:14,Image,Industry News,Sample social media post caption 3923,#marketing #socialmedia #AI,58372,27157,2512,462,199,113,1597,690,25899,25994,Engagement Drive,1.1820735969300349,3286,12.100011046875576,0.7327760798320875,95,0.03333333333333333,45,Customer Story
P3924,Instagram,2025-03-05,23:33,Carousel,Product Launch,Sample social media post caption 3924,#marketing #socialmedia #AI,72941,20805,1434,288,194,411,1163,327,19383,19570,Organic,0.4483075362279102,2327,11.18481134342706,0.9324681566931026,187,0.03333333333333333,45,Customer Story
P3925,LinkedIn,2024-10-25,13:30,Reel,Industry News,Sample social media post caption 3925,#marketing #socialmedia #AI,70092,22965,3903,228,151,342,553,38,70370,70393,Lead Generation,0.054214460994122,4624,20.134988025255826,0.6575223165686914,23,0.03333333333333333,45,Customer Story
P3926,YouTube,2024-09-09,17:43,Video,Educational,Sample social media post caption 3926,#marketing #socialmedia #AI,18392,526,3691,412,9,171,1116,618,50853,50944,Lead Generation,3.360156589821662,4283,814.2585551330799,1.7110266159695815,91,0.03333333333333333,45,Customer Story
P3927,Facebook,2024-10-23,02:42,Video,Motivational,Sample social media post caption 3927,#marketing #socialmedia #AI,20673,53271,4675,200,6,107,748,384,64672,64660,Summer Campaign,1.8574952837033811,4988,9.3634435246194,0.0112631638227178,-12,0.03333333333333333,45,Customer Story
P3928,YouTube,2025-11-29,14:42,Reel,Industry News,Sample social media post caption 3928,#marketing #socialmedia #AI,75925,77872,2188,331,192,148,602,458,83331,83368,Organic,0.603226868620349,2859,3.671409492500514,0.2465584549003493,37,0.03333333333333333,45,Customer Story
P3929,LinkedIn,2025-03-22,20:37,Text,Motivational,Sample social media post caption 3929,#marketing #socialmedia #AI,60949,46744,2767,163,54,374,1051,554,1126,1166,Brand Awareness,0.9089566686902164,3358,7.183809686804723,0.1155228478521307,40,0.03333333333333333,45,Customer Story
P3930,YouTube,2024-11-06,10:07,Reel,Educational,Sample social media post caption 3930,#marketing #socialmedia #AI,57454,13556,2275,168,79,152,1954,398,41806,41887,Engagement Drive,0.6927280955198942,2674,19.725582767778103,0.582767778105636,81,0.03333333333333333,45,Customer Story
P3931,Facebook,2025-01-09,21:04,Carousel,Educational,Sample social media post caption 3931,#marketing #socialmedia #AI,34546,64054,3211,25,208,104,1380,272,28291,28279,Organic,0.7873559891159614,3548,5.539076404283885,0.3247260124270147,-12,0.03333333333333333,45,Customer Story
P3932,YouTube,2025-08-20,18:01,Video,Promotional,Sample social media post caption 3932,#marketing #socialmedia #AI,53871,39272,2015,309,212,97,913,349,2832,2993,Organic,0.6478439234467525,2633,6.704522305968628,0.5398248115705846,161,0.03333333333333333,45,Customer Story
P3933,LinkedIn,2024-10-08,16:25,Reel,Industry News,Sample social media post caption 3933,#marketing #socialmedia #AI,39341,8738,330,324,202,441,620,680,33942,33922,Brand Awareness,1.728476652855799,1297,14.843213550011445,2.311741817349508,-20,0.03333333333333333,45,Customer Story
P3934,YouTube,2025-01-28,02:52,Reel,Industry News,Sample social media post caption 3934,#marketing #socialmedia #AI,64693,77470,4309,213,176,218,1011,612,23470,23604,Engagement Drive,0.946006523116875,4916,6.34568219956112,0.2271847166645152,134,0.03333333333333333,45,Customer Story
P3935,LinkedIn,2025-05-20,01:27,Text,Product Launch,Sample social media post caption 3935,#marketing #socialmedia #AI,90366,10903,4629,69,278,196,1354,885,59001,59118,Summer Campaign,0.9793506407277074,5172,47.43648537099881,2.549756947629093,117,0.03333333333333333,45,Customer Story
P3936,YouTube,2024-03-26,09:27,Carousel,Industry News,Sample social media post caption 3936,#marketing #socialmedia #AI,14392,52343,3546,191,46,190,1087,50,73212,73228,Lead Generation,0.3474152306837131,3973,7.590317712014978,0.0878818562176413,16,0.03333333333333333,45,Customer Story
P3937,LinkedIn,2024-01-06,23:48,Video,Industry News,Sample social media post caption 3937,#marketing #socialmedia #AI,46201,64240,4391,90,177,30,1418,5,73148,73327,Organic,0.0108222765741001,4688,7.2976338729763395,0.2755292652552926,179,0.03333333333333333,45,Customer Story
P3938,YouTube,2024-12-21,13:58,Carousel,Industry News,Sample social media post caption 3938,#marketing #socialmedia #AI,86961,42625,1494,128,179,98,68,243,60291,60376,Engagement Drive,0.2794356090661331,1899,4.455131964809384,0.419941348973607,85,0.03333333333333333,45,Customer Story
P3939,Instagram,2024-09-10,05:16,Video,Motivational,Sample social media post caption 3939,#marketing #socialmedia #AI,44301,22314,1961,210,3,217,1378,633,40521,40707,Summer Campaign,1.4288616509785332,2391,10.715246033880076,0.013444474321054,186,0.03333333333333333,45,Customer Story
P3940,YouTube,2025-11-13,11:47,Reel,Motivational,Sample social media post caption 3940,#marketing #socialmedia #AI,43809,58546,3387,263,246,256,807,259,1003,1076,Summer Campaign,0.5912027209020977,4152,7.091859392614354,0.420182420660677,73,0.03333333333333333,45,Customer Story
P3941,Facebook,2024-11-23,03:11,Carousel,Product Launch,Sample social media post caption 3941,#marketing #socialmedia #AI,77882,16353,4065,497,37,264,1198,844,30306,30495,Summer Campaign,1.0836907115893273,4863,29.73766281416254,0.2262581789274139,189,0.03333333333333333,45,Customer Story
P3942,YouTube,2024-11-20,22:59,Video,Promotional,Sample social media post caption 3942,#marketing #socialmedia #AI,40156,39309,3513,337,254,167,1371,128,70212,70285,Engagement Drive,0.3187568482916625,4271,10.865196265486276,0.6461624564349131,73,0.03333333333333333,45,Customer Story
P3943,Facebook,2024-02-13,23:35,Carousel,Motivational,Sample social media post caption 3943,#marketing #socialmedia #AI,25706,15825,4476,79,142,32,914,335,65848,66005,Lead Generation,1.3031976970357115,4729,29.88309636650869,0.8973143759873619,157,0.03333333333333333,45,Customer Story
P3944,YouTube,2024-07-21,17:38,Carousel,Motivational,Sample social media post caption 3944,#marketing #socialmedia #AI,21062,33973,2854,490,50,60,1053,821,87776,87911,Engagement Drive,3.898015383154496,3454,10.166897241927412,0.1471756983486886,135,0.03333333333333333,45,Customer Story
P3945,Instagram,2024-12-25,23:08,Carousel,Educational,Sample social media post caption 3945,#marketing #socialmedia #AI,20320,9912,1278,103,254,286,969,494,10578,10763,Lead Generation,2.4311023622047245,1921,19.38054882970137,2.562550443906376,185,0.03333333333333333,45,Customer Story
P3946,Instagram,2025-09-30,01:22,Video,Educational,Sample social media post caption 3946,#marketing #socialmedia #AI,98097,30495,1746,182,43,455,28,62,15684,15795,Lead Generation,0.0632027483001518,2426,7.955402525004099,0.1410067224135104,111,0.03333333333333333,45,Customer Story
P3947,Instagram,2025-05-26,14:05,Image,Educational,Sample social media post caption 3947,#marketing #socialmedia #AI,25204,62963,2972,135,131,71,205,549,28018,28102,Brand Awareness,2.178225678463736,3309,5.255467496783826,0.2080587011419405,84,0.03333333333333333,45,Customer Story
P3948,Facebook,2024-05-31,07:04,Carousel,Product Launch,Sample social media post caption 3948,#marketing #socialmedia #AI,91717,73469,588,211,7,476,230,871,70870,71069,Summer Campaign,0.949660368306857,1282,1.7449536539220625,0.009527828063537,199,0.03333333333333333,45,Customer Story
P3949,Facebook,2025-11-09,22:22,Reel,Motivational,Sample social media post caption 3949,#marketing #socialmedia #AI,23897,54815,3917,18,272,294,1402,880,40743,40800,Engagement Drive,3.682470603004561,4501,8.21125604305391,0.4962145398157438,57,0.03333333333333333,45,Customer Story
P3950,Facebook,2024-05-28,00:35,Image,Promotional,Sample social media post caption 3950,#marketing #socialmedia #AI,22576,29495,2520,412,237,474,1136,832,70327,70425,Organic,3.6853295535081503,3643,12.35124597389388,0.8035260213595524,98,0.03333333333333333,45,Customer Story
P3951,LinkedIn,2025-07-12,00:06,Image,Motivational,Sample social media post caption 3951,#marketing #socialmedia #AI,58837,8758,1151,383,33,82,1750,137,73021,73052,Summer Campaign,0.2328466781107126,1649,18.82849965745604,0.3767983557889929,31,0.03333333333333333,45,Customer Story
